ID	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	GI	GenBank Accession
1367789_at	solute carrier family 27 (fatty acid transporter), member 1	Slc27a1	94172				50054323	NM_053580
1367790_at	staphylococcal nuclease and tudor domain containing 1	Snd1	64635				77404394	NM_022694
1367791_at	receptor (G protein-coupled) activity modifying protein 1	Ramp1	58965				13928889	NM_031645
1367792_at	BPI fold containing family A, member 2	Bpifa2	50585				16258824	NM_052808
1367793_at	D-dopachrome tautomerase	Ddt	29318				13162286	NM_024131
1367794_at	alpha-2-macroglobulin	A2m	24153				158138550	NM_012488
1367795_at	interferon-related developmental regulator 1	Ifrd1	29596				9506802	NM_019242
1367796_at	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	Mgat1	81519				13540684	NM_030861
1367797_at	multiple endocrine neoplasia I	Men1	29417				6014460	AF130369
1367798_at	adenosylhomocysteinase	Ahcy	29443				8392877	NM_017201
1367799_at	eukaryotic translation elongation factor 1 alpha 2	Eef1a2	24799				50054161	NM_012660
1367800_at	plasminogen activator, tissue	Plat	25692				42476136	NM_013151
1367801_at	endothelin converting enzyme 1	Ece1	94204				148747183	NM_053596
1367802_at	serum/glucocorticoid regulated kinase 1	Sgk1	29517				302148512	NM_019232
1367803_at	nucleoporin 54	Nup54	53372				8393854	NM_017361
1367804_at	amyloid P component, serum	Apcs	29339				148747487	NM_017170
1367805_at	glutaminase	Gls	24398				158303293	NM_012569
1367806_at	glutaminase	Gls	24398				204361	M22586
1367807_at	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	Plod1	116552				400153796	NM_053827
1367808_at	translocase of inner mitochondrial membrane 8 homolog b (yeast)	Timm8b	64372				160333485	NM_022541
1367809_at	prolactin family 4, subfamily a, member 1	Prl4a1	24656				158508462	NM_017036
1367810_at	solute carrier family 6 (neurotransmitter transporter), member 8	Slc6a8	50690				4255722	AI412218
1367811_at	phosphoglycerate dehydrogenase	Phgdh	58835				13928849	NM_031620
1367812_at	spectrin, beta, non-erythrocytic 2	Sptbn2	29211				9507134	NM_019167
1367813_at	protein phosphatase 1, regulatory (inhibitor) subunit 14A	Ppp1r14a	114004				18426819	NM_130403
1367814_at	ATPase, Na+/K+ transporting, beta 1 polypeptide	Atp1b1	25650				203040	M14137
1367815_at	solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6	Slc5a6	170551				18543352	NM_130746
1367816_at	HOP homeobox	Hopx	171160				31542842	NM_133621
1367817_at	hepatoma-derived growth factor	Hdgf	114499				47575868	NM_053707
1367818_at	coenzyme Q3 methyltransferase	Coq3	29309				9506504	NM_019187
1367819_at	glutamic-oxaloacetic transaminase 2, mitochondrial	Got2	25721				333033813	NM_013177
1367820_at	barrier to autointegration factor 1	Banf1	114087				399154170	NM_053631
1367821_a_at	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Cacna1a	25398				4255950	AI412446
1367822_at	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Cacna1a	25398				11388606	BF400631
1367823_at	TIMP metallopeptidase inhibitor 2	Timp2	29543				11631095	BF523128
1367824_at	farnesyltransferase, CAAX box, alpha	Fnta	25318				6978848	NM_012847
1367825_at	ral guanine nucleotide dissociation stimulator	Ralgds	29622				158517952	NM_019250
1367826_at	nuclear factor, erythroid 2-like 2	Nfe2l2	83619				402692377	NM_031789
1367827_at	protein phosphatase 2, catalytic subunit, beta isozyme	Ppp2cb	24673				8394020	NM_017040
1367828_at	acyl-CoA dehydrogenase, C-2 to C-3 short chain	Acads	64304				402765845	NM_022512
1367829_at	enoyl CoA hydratase, short chain, 1, mitochondrial	Echs1	140547				42734499	NM_078623
1367830_a_at	tumor protein p53	Tp53	24842				189083685	NM_030989
1367831_at	tumor protein p53	Tp53	24842				189083685	NM_030989
1367832_at	lysophospholipase I	Lypla1	25514				6981361	NM_013006
1367833_at	proteasome (prosome, macropain) 26S subunit, ATPase, 5	Psmc5	81827				13592140	NM_031149
1367834_at	spermidine synthase	Srm	84596				402745234	NM_053464
1367835_at	proprotein convertase subtilisin/kexin type 1 inhibitor	Pcsk1n	246333				9507060	NM_019279
1367836_at	carnitine palmitoyltransferase 1a, liver	Cpt1a	25757				1850589	U88294
1367837_at	proteasome (prosome, macropain) subunit, alpha type 4	Psma4	29671				8394068	NM_017281
1367838_at	cystathionine gamma-lyase	Cth	24962				8393214	NM_017074
1367839_at	farnesyl diphosphate farnesyl transferase 1	Fdft1	29580				82880669	NM_019238
1367840_at	hepatocyte growth factor-regulated tyrosine kinase substrate	Hgs	56084				1885384	U87863
1367841_a_at	prolactin family 8, subfamily a, member 9	Prl8a9	171406				31543494	NM_134385
1367842_at	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	Apbb1	29722				17978452	NM_080478
1367843_at	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	Akr7a2	171445				19705536	NM_134407
1367844_at	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	Gnai2	81664				204439	M12672
1367845_at	neurofilament, medium polypeptide	Nefm	24588				402747002	NM_017029
1367846_at	S100 calcium-binding protein A4	S100a4	24615				402744351	NM_012618
1367847_at	nuclear proten 1	P8	113900				399788540	NM_053611
1367848_at	dynactin 1	Dctn1	29167				13162301	NM_024130
1367849_at	syndecan 1	Sdc1	25216				40254789	NM_013026
1367850_at	Low affinity immunoglobulin gamma Fc region receptor III-like///Fc gamma receptor II beta///Fc fragment of IgG, low affinity IIa, receptor	LOC100362543///LOC498276///Fcgr2a	100362543///498276///116591				31542803	NM_053843
1367851_at	prostaglandin D2 synthase (brain)	Ptgds	25526				206114	J04488
1367852_s_at	septin 5///glycoprotein Ib (platelet), beta polypeptide	Sept5///Gp1bb	116728///116727				90577178	NM_053931
1367853_at	solute carrier family 12 (sodium/potassium/chloride transporter), member 2	Slc12a2	83629				13929129	NM_031798
1367854_at	ATP citrate lyase	Acly	24159				162287305	NM_016987
1367855_at	scavenger receptor class B, member 1	Scarb1	25073				3243054	AF071495
1367856_at	glucose-6-phosphate dehydrogenase	G6pd	24377				158262046	NM_017006
1367857_at	fatty acid desaturase 1	Fads1	84575				162287207	NM_053445
1367858_at	matrix metallopeptidase 11	Mmp11	25481				398650617	NM_012980
1367859_at	transforming growth factor, beta 3	Tgfb3	25717				292781870	NM_013174
1367860_a_at	matrix metallopeptidase 14 (membrane-inserted)	Mmp14	81707				805012	X83537
1367861_at	Enah/Vasp-like	Evl	79115				13162334	NM_024147
1367862_at	Ras-related associated with diabetes	Rrad	83521				399498560	NM_053338
1367863_at	BCL2/adenovirus E1B interacting protein 1	Bnip1	140932				18266701	NM_080897
1367864_at	phosphofructokinase, muscle	Pfkm	65152				13929001	NM_031715
1367865_at	meiosis arrest female 1	Marf1	170946				451958051	NM_133421
1367866_at	fibulin 5	Fbln5	29158				148224505	NM_019153
1367867_at	growth factor, augmenter of liver regeneration	Gfer	27100				347800638	NM_013222
1367868_at	adhesion regulating molecule 1	Adrm1	65138				13928989	NM_031708
1367869_at	oxidation resistance 1	Oxr1	117520				309384255	NM_057153
1367870_at	glutaredoxin 3	Glrx3	58815				78187978	NM_032614
1367871_at	cytochrome P450, family 2, subfamily e, polypeptide 1	Cyp2e1	25086				13928733	NM_031543
1367872_at	adaptor-related protein complex 1, beta 1 subunit	Ap1b1	29663				8392871	NM_017277
1367873_at	ATPase, H+ transporting, lysosomal accessory protein 1	Atp6ap1	83615				13929109	NM_031785
1367874_at	ras homolog family member Q	Rhoq	85428				2937501	AA849961
1367875_at	cyclin G associated kinase	Gak	81659				402745299	NM_031030
1367876_at	importin 13	Ipo13	116458				16758615	NM_053778
1367877_at	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2	Slc11a2	25715				399220349	NM_013173
1367878_at	syntaxin 5	Stx5	65134				477507199	NM_031704
1367879_at	CDK5 regulatory subunit associated protein 3	Cdk5rap3	80278				13324705	NM_024488
1367880_at	laminin, beta 2	Lamb2	25473				6981141	NM_012974
1367881_at	signal-regulatory protein alpha	Sirpa	25528				31543528	NM_013016
1367882_at	microtubule-associated protein 1A	Map1a	25152				13591885	NM_030995
1367883_at	survival of motor neuron 1, telomeric	Smn1	64301				11968083	NM_022509
1367884_at	RAB14, member RAS oncogene family	Rab14	94197				16758367	NM_053589
1367885_at	peroxisomal membrane protein 2	Pxmp2	29533				13928795	NM_031587
1367886_at	proprotein convertase subtilisin/kexin type 7	Pcsk7	29606				9506956	NM_019246
1367887_at	lecithin cholesterol acyltransferase	Lcat	24530				158262014	NM_017024
1367888_at	cadherin-related family member 1	Cdhr1	93662				17865340	NM_053572
1367889_at	calcium/calmodulin-dependent protein kinase I	Camk1	171503				19745199	NM_134468
1367890_at	caspase 2	Casp2	64314				19923686	NM_022522
1367891_a_at	caspase 2	Casp2	64314				4928691	AF136232
1367892_at	pyruvate dehydrogenase kinase, isozyme 2	Pdk2	81530				13540704	NM_030872
1367893_a_at	chloride channel CLIC-like 1	Clcc1	170927				19173779	NM_133414
1367894_at	insulin induced gene 1	Insig1	64194				11693161	NM_022392
1367895_at	heterogeneous nuclear ribonucleoprotein K	Hnrnpk	117282				4561697	AI577321
1367896_at	carbonic anhydrase 3	Car3	54232				9757515	AB030829
1367897_at	acyl-CoA dehydrogenase, very long chain	Acadvl	25363				402744955	NM_012891
1367898_at	BCL2/adenovirus E1B interacting protein 3-like	Bnip3l	140923				16974770	AF441118
1367899_at	coagulation factor II (thrombin) receptor	F2r	25439				82617582	NM_012950
1367900_at	glycogenin 1	Gyg1	81675				402745938	NM_031043
1367901_at	glucuronidase, beta	Gusb	24434				158303309	NM_017015
1367902_at	guanine nucleotide binding protein (G protein), gamma 11	Gng11	64199				67514558	NM_022396
1367903_at	heme oxygenase (decycling) 2	Hmox2	79239				204626	J05405
1367904_at	regulated endocrine-specific protein 18	Resp18	50561				9507040	NM_019278
1367905_at	ectonucleotide pyrophosphatase/phosphodiesterase 3	Enpp3	54410				162287179	NM_019370
1367906_at	acid phosphatase 2, lysosomal	Acp2	24162				401709940	NM_016988
1367907_a_at	clathrin, light chain B	Cltb	116561				203360	M19262
1367908_at	glycine cleavage system protein H (aminomethyl carrier)	Gcsh	171133				126723053	NM_133598
1367909_at	dicarbonyl L-xylulose reductase	Dcxr	171408				19705500	NM_134387
1367910_at	SMAD family member 4	Smad4	50554				5706363	AB010954
1367911_at	isocitrate dehydrogenase 3 (NAD+) alpha	Idh3a	114096				16758445	NM_053638
1367912_at	latent transforming growth factor beta binding protein 1	Ltbp1	59107				11024663	NM_021587
1367913_at	cytoglobin	Cygb	170520				56961647	NM_130744
1367914_at	epithelial membrane protein 3	Emp3	81505				13540655	NM_030847
1367915_at	diacylglycerol O-acyltransferase 1	Dgat1	84497				17865334	NM_053437
1367916_at	phospholipase C, delta 1	Plcd1	24655				8393980	NM_017035
1367917_at	cytochrome P450, family 2, subfamily d, polypeptide 2	Cyp2d2	25053				6978746	NM_012730
1367918_at	fasciculation and elongation protein zeta 1 (zygin I)	Fez1	81730				13994120	NM_031066
1367919_at	nucleoporin 210	Nup210	58958				402692095	NM_053322
1367920_at	sphingosine-1-phosphate receptor 2	S1pr2	29415				3445557	AB016931
1367921_at	integrin-linked kinase-associated serine/threonine phosphatase	Ilkap	64538				12018277	NM_022606
1367922_at	ADAM metallopeptidase domain 17	Adam17	57027				402744924	NM_020306
1367923_at	acyl-CoA synthetase bubblegum family member 1	Acsbg1	171410				19705502	NM_134389
1367924_at	phosphofurin acidic cluster sorting protein 1	Pacs1	171444				19705534	NM_134406
1367925_at	major vault protein	Mvp	64681				41055864	NM_022715
1367926_at	prohibitin	Phb	25344				93004107	NM_031851
1367927_at	prohibitin	Phb	25344				14934049	BI282863
1367928_at	myosin, heavy chain 7, cardiac muscle, beta	Myh7	29557				11380617	BF395647
1367929_at	CD59 molecule, complement regulatory protein	Cd59	25407				6978634	NM_012925
1367930_at	growth associated protein 43	Gap43	29423				166091453	NM_017195
1367931_a_at	polypyrimidine tract binding protein 1	Ptbp1	29497				57003	X60790
1367932_at	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)	Hmgcs1	29637				8393537	NM_017268
1367933_at	adenosylmethionine decarboxylase 1	Amd1	81640				565324213	NM_031011
1367934_at	ribosomal protein L39	Rpl39	25347				451958149	NM_012875
1367935_at	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	Smu1	117541				17105375	NM_057195
1367936_at	serine/threonine kinase 10	Stk10	29398				281182791	NM_019206
1367937_at	myo-inositol oxygenase	Miox	252899				12656150	AF230096
1367938_at	UDP-glucose 6-dehydrogenase	Ugdh	83472				13786145	NM_031325
1367939_at	retinol binding protein 1, cellular	Rbp1	25056				77416367	NM_012733
1367940_at	atypical chemokine receptor 3	Ackr3	84348				16758073	NM_053352
1367941_at	transcription factor A, mitochondrial	Tfam	83474				13786147	NM_031326
1367942_at	acid phosphatase 5, tartrate resistant	Acp5	25732				399788504	NM_019144
1367943_at	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	Nfkbib	81525				55741425	NM_030867
1367944_at	carbohydrate sulfotransferase 10	Chst10	140568				17939349	NM_080397
1367945_at	antioxidant 1 copper chaperone	Atox1	84355				84039698	NM_053359
1367946_at	PDZ and LIM domain 1	Pdlim1	54133				451958068	NM_017365
1367947_at	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	Prkag1	25520				1335859	U42413
1367948_a_at	kinase insert domain receptor	Kdr	25589				2098760	U93307
1367949_at	proenkephalin	Penk	29237				8393943	NM_017139
1367950_at	solute carrier family 22 (organic cation/carnitine transporter), member 5	Slc22a5	29726				9507118	NM_019269
1367951_at	phosphoglycerate mutase 2 (muscle)	Pgam2	24959				402691656	NM_017328
1367952_at	low density lipoprotein receptor-related protein 2	Lrp2	29216				13562117	NM_030827
1367953_at	TYRO3 protein tyrosine kinase	Tyro3	25232				8394495	NM_017092
1367954_at	GDNF family receptor alpha 1	Gfra1	25454				1399862	U59486
1367955_at	RAB4B, member RAS oncogene family	Rab4b	50866				8394135	NM_017355
1367956_at	neurochondrin	Ncdn	89791				139947662	NM_053543
1367957_at	regulator of G-protein signaling 3	Rgs3	54293				18644717	NM_019340
1367958_at	abl-interactor 1	Abi1	79249				126723349	NM_024397
1367959_a_at	sodium channel, voltage-gated, type I, beta subunit	Scn1b	29686				6694220	AF182949
1367960_at	ADP-ribosylation factor-like 4A	Arl4a	29308				9506402	NM_019186
1367961_at	kallikrein 1	Klk1	24594				13994130	NM_031523
1367962_at	actinin alpha 3	Actn3	171009				402745634	NM_133424
1367963_at	MTOR associated protein, LST8 homolog (S. cerevisiae)	Mlst8	64226				158186680	NM_022404
1367964_at	troponin I type 2 (skeletal, fast)	Tnni2	29389				8394465	NM_017185
1367965_at	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1	Slc9a1	24782				6981557	NM_012652
1367966_at	similar to Dipeptidyl-peptidase 3 (Dipeptidyl-peptidase III) (DPP III) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III)///dipeptidylpeptidase 3	LOC678760///Dpp3	678760///114591				16758577	NM_053748
1367967_at	leucine proline-enriched proteoglycan (leprecan) 1	Lepre1	114200				16758481	NM_053667
1367968_at	common salivary protein 1	Csap1	171161				399220338	NM_133622
1367969_at	peroxiredoxin 6	Prdx6	94167				2317734	AF014009
1367970_at	profilin 2	Pfn2	81531				10952517	AF228737
1367971_at	protein tyrosine phosphatase type IVA, member 2	Ptp4a2	85237				17865336	NM_053475
1367972_at	cullin-associated and neddylation-dissociated 1	Cand1	117152				402692196	NM_054004
1367973_at	chemokine (C-C motif) ligand 2	Ccl2	24770				13928713	NM_031530
1367974_at	annexin A3	Anxa3	25291				401709964	NM_012823
1367975_at	annexin A3	Anxa3	25291				11214802	BF283732
1367976_at	tripeptidyl peptidase II	Tpp2	81815				13592120	NM_031137
1367977_at	synuclein, alpha (non A4 component of amyloid precursor)	Snca	29219				56799400	NM_019169
1367978_at	adenylate cyclase 2 (brain)	Adcy2	81636				13591905	NM_031007
1367979_s_at	cytochrome P450, family 51	Cyp51	25427				56799391	NM_012941
1367980_at	rabaptin, RAB GTPase binding effector protein 1	Rabep1	54190				9506844	NM_019124
1367981_at	rabaptin, RAB GTPase binding effector protein 1	Rabep1	54190				1575769	U70777
1367982_at	aminolevulinate, delta-, synthase 1	Alas1	65155				42475957	NM_024484
1367983_at	flap structure-specific endonuclease 1	Fen1	84490				16758169	NM_053430
1367984_at	SR-related CTD-associated factor 1	Scaf1	56081				9507016	NM_019384
1367985_at	aminolevulinate, delta-, synthase 2	Alas2	25748				6978484	NM_013197
1367986_at	prostaglandin F2 receptor inhibitor	Ptgfrn	29602				9507006	NM_019243
1367987_at	arginyl aminopeptidase (aminopeptidase B)	Rnpep	81761				13592046	NM_031097
1367988_at	cytochrome P450, family 2, subfamily c, polypeptide 23	Cyp2c23	83790				438418	U04733
1367989_at	solute carrier family 2 (facilitated glucose transporter), member 4	Slc2a4	25139				6980957	NM_012751
1367990_at	crystallin, beta B3	Crybb3	64349				13928957	NM_031690
1367991_at	glucosidase 1	Gcs1	78947				402746527	NM_031749
1367992_at	secretogranin V (7B2 protein)	Scg5	25719				402744812	NM_013175
1367993_at	CAP-GLY domain containing linker protein 1	Clip1	65201				38505167	NM_031745
1367994_at	dihydropyrimidine dehydrogenase	Dpyd	81656				13591939	NM_031027
1367995_at	catalase	Cat	24248				401709942	NM_012520
1367996_a_at	latrophilin 1	Lphn1	65096				4185805	AF111099
1367997_at	ClpB caseinolytic peptidase B homolog (E. coli)	Clpb	65041				12621117	NM_022947
1367998_at	secretory leukocyte peptidase inhibitor	Slpi	84386				16758101	NM_053372
1367999_at	aldehyde dehydrogenase 2 family (mitochondrial)	Aldh2	29539				14192932	NM_032416
1368000_at	complement component 3	C3	24232				158138560	NM_016994
1368001_at	SPEG complex locus	Speg	363256				291045417	NM_012905
1368002_at	mutS homolog 2	Msh2	81709				13591998	NM_031058
1368003_at	aldehyde dehydrogenase 1 family, member A2	Aldh1a2	116676				225735574	NM_053896
